MIR770	-0.04045429677700529
RN7SL1	0.03712483032469179
SST	-0.03507099420078366
PRKCG	-0.0318949935893228
PDYN	-0.03114514646077382
SLC17A7	-0.030959784985784295
RPPH1	0.030642670771049894
GRIN1	-0.03026791633293355
RNU2-1	0.030129986926375286
SNORD3A	0.03001412025270486
CACNG3	-0.02952238935228509
SULT4A1	-0.029444080141129397
PACSIN1	-0.02925290125059758
SLC8A2	-0.029133276535842256
SLC32A1	-0.02911871286935406
RNU1-2	0.02898495000738765
RMRP	0.028959670197488532
NRGN	-0.028875085135470168
RNU1-4	0.028644357561994988
GABRA5	-0.028440996527848046
FAM163B	-0.02835870445114257
RNU1-3	0.02832622514860882
DDN	-0.028304830958468075
NEFM	-0.028067365437682804
C1QL3	-0.02795681232125031
RNVU1-18	0.02792826915385753
SYN1	-0.027773855717186196
NEFL	-0.027735821186330875
ICAM5	-0.027662991957588534
SLC6A17	-0.02741644650041509
SYN2	-0.02726731762006596
LOC105373377	-0.027082515653378072
TMEM130	-0.026994551743718235
CPLX2	-0.026990715941046437
PNMA5	-0.02694586474464461
SNORD113-3	-0.026922540854959452
MAL2	-0.026821817221526267
CHRM1	-0.02672569765437586
SNCB	-0.026706260605052448
SYT1	-0.026677049280152017
RNU1-1	0.026629166816182052
HRH3	-0.02651603589987645
NEUROD6	-0.026456131342746006
CCKBR	-0.026386004086736674
CRYM	-0.0262376163306371
VSNL1	-0.026143903745372052
CHD5	-0.025710893133383407
CALB2	-0.025678729312857595
GNG3	-0.02566953377586857
CALY	-0.02564737783926291
CDK5R2	-0.025613661167773846
KCNJ4	-0.025553200114418136
GABRA1	-0.025548140435162396
SLC6A7	-0.025462278534538706
CAMK2A	-0.025424472422077862
CPNE6	-0.02540128791518902
ATP1A3	-0.025383376849102447
SLC30A3	-0.025379869942803626
SV2B	-0.0253087680747258
WBSCR17	-0.025308451527643702
KLK7	-0.02525862363980478
SYT13	-0.02517735024329254
GAD2	-0.02516454254779016
SNAP25	-0.025149852176582284
CREG2	-0.02512493405370961
CAMKV	-0.025112491901436922
GABRG2	-0.025093730084523452
SERTM1	-0.02506410833439869
HPCA	-0.025035389619223972
RASAL1	-0.024989887030872703
RAB3A	-0.024989299265313177
PHYHIP	-0.024983269254941348
MTND4P12	-0.02497675704785334
SNORA73A	0.02489711272039591
WNT10B	-0.0248866983945807
LRTM2	-0.024874267316895397
SVOP	-0.02485815696797923
SNCG	-0.02475239026378282
RNVU1-7	0.024721531589799152
CHGA	-0.024690214024675947
HMP19	-0.02467991913838059
SYNPR	-0.024580178284061213
KIAA1045	-0.02456852107175403
GDA	-0.024466776807561433
FBXL16	-0.024455514044940098
NECAB2	-0.02445494789499773
WIF1	-0.024399085484140787
MIR1249	-0.02435375935516671
GABRD	-0.024338598863874766
RNU2-2P	0.024245818733431342
CCK	-0.02413965449184027
INA	-0.024135895381323665
MIR657	-0.024061435064034985
SYT5	-0.023917951681718928
CPLX1	-0.023851340586463245
SSTR1	-0.023834398856248794
HIPK4	-0.023820857342507898
SLC12A5	-0.02377873875261384
VGF	-0.023775954490435163
WARS2-IT1	0.02377064320650912
